InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV507629,HEA0181,Nikon Pink Perfume,8,2023-05-08 15:40:00,138.65,11297,Germany
INV507630,OFF0016,Nike Pen,10,2024-05-23 19:03:00,79.6,11654,Canada
INV507631,AUT0458,HP Gold Tire Pressure Gauge,1,2024-08-31 12:40:00,49.98,10976,Italy
INV507632,BOO0192,Standard Pink Biography,4,2020-02-24 08:04:00,22.24,11311,Sweden
INV507633,SPO0101,Bosch Black Fishing Rod,5,2020-08-01 10:30:00,385.62,10994,United States
INV507634,HEA0493,Budget Serum,3,2020-08-10 18:11:00,132.38,10353,Germany
INV507635,FAS0321,Nike Compact Belt,7,2022-07-06 19:08:00,221.13,11177,China
INV507636,FAS0027,Panasonic XL Sneakers,6,2024-06-02 18:58:00,296.26,10530,Norway
INV507637,HEA0084,Canon Compact Perfume,2,2022-10-17 15:18:00,59.95,11284,Japan
INV507638,KIT0273,Nike Large Oven,6,2020-11-15 18:25:00,212.34,11300,Canada
INV507639,AUT0468,Budget Orange Car Charger,5,2021-03-18 15:19:00,259.68,10631,Singapore
INV507640,AUT0259,Apple Green Jump Starter,3,2020-02-18 10:08:00,195.77,10317,United States
INV507641,BOO0141,Walmart Deluxe Comic Book,7,2021-08-22 17:25:00,17.42,10106,Brazil
INV507642,HOM0235,IKEA Brown Lamp,6,2020-11-16 19:03:00,690.73,10086,Singapore
INV507643,KIT0425,IKEA Toaster,2,2024-01-23 12:32:00,480.32,11954,Netherlands
INV507644,BOO0215,Apple Science Book,7,2022-07-13 11:28:00,12.32,10945,Germany
INV507645,BOO0192,Standard Pink Biography,10,2021-05-03 10:07:00,22.24,10349,China
INV507646,TOY0294,Microsoft Educational Toy,10,2021-02-03 20:11:00,181.69,11505,Germany
INV507647,BOO0192,Standard Pink Biography,7,2024-01-31 13:02:00,22.24,10122,Norway
INV507648,AUT0458,HP Gold Tire Pressure Gauge,2,2023-10-10 19:49:00,49.98,10813,Canada
INV507649,AUT0469,Panasonic Ultra Floor Mats,5,2021-07-12 18:22:00,234.17,10688,Germany
INV507650,ELE0112,Walmart White Smart TV,10,2021-06-25 09:06:00,724.37,10260,United Kingdom
INV507651,HEA0381,LG Red Nail Polish,1,2024-06-15 18:10:00,134.49,11855,Netherlands
INV507652,ELE0276,Samsung Power Bank,8,2022-04-07 19:02:00,323.68,10068,South Korea
INV507653,SPO0030,Basic Large Fishing Rod,36,2020-10-21 11:11:00,382.92,10610,India
INV507654,AUT0429,Nikon Max Dash Cam,8,2021-10-07 09:38:00,258.23,10198,Germany
INV507655,TOY0243,Sony Doll,3,2024-12-28 17:26:00,30.59,10771,Germany
INV507656,HEA0173,Apple Supplements,6,2021-04-24 09:17:00,6.97,10057,Sweden
INV507657,ELE0408,Target Premium Earbuds,3,2021-01-02 08:31:00,900.07,11391,Belgium
INV507658,AUT0024,Generic Car Charger,23,2020-06-10 20:43:00,296.06,11694,Brazil
INV507659,BOO0478,Philips Cookbook,3,2020-12-05 10:35:00,39.47,10093,South Korea
INV507660,AUT0130,Microsoft Air Freshener,10,2024-11-17 13:58:00,258.64,10956,Norway
INV507661,HOM0291,Sony Brown Chair,7,2022-09-23 12:10:00,732.36,11038,Mexico
INV507662,HOM0373,Generic Storage Box,2,2022-09-22 20:25:00,774.17,11108,Germany
INV507663,SPO0354,Budget Fitness Tracker,9,2022-07-11 11:57:00,90.33,11816,Singapore
INV507664,ELE0391,Standard Pro Smart TV,1,2020-08-29 09:04:00,931.24,11030,Singapore
INV507665,HOM0106,Amazon Desk,6,2020-12-18 18:59:00,309.46,11652,Italy
INV507666,ELE0078,Samsung Gaming Console,43,2021-03-31 13:59:00,613.42,11189,United Kingdom
INV507667,OFF0085,Sony Binder,8,2022-10-08 13:02:00,54.08,11977,Netherlands
INV507668,SPO0147,Nikon Large Fishing Rod,1,2022-03-25 18:15:00,259.35,10553,Japan
INV507669,BOO0096,Generic Large Textbook,9,2023-10-27 17:25:00,13.24,11289,Denmark
INV507670,KIT0129,Google Red Mixer,5,2024-09-24 09:59:00,353.56,11125,Italy
INV507671,KIT0366,Nikon Pink Knife Set,2,2022-03-22 19:47:00,293.02,11915,Spain
INV507672,KIT0167,Nikon Mixer,3,2022-08-14 17:15:00,244.71,10751,United Kingdom
INV507673,KIT0338,Luxury Gray Can Opener,8,2020-04-24 10:07:00,382.64,10403,United States
INV507674,FAS0453,Dell Gold Dress,7,2020-06-07 19:24:00,156.05,11819,Singapore
INV507675,KIT0425,IKEA Toaster,1,2021-09-30 15:42:00,480.32,11255,China
INV507676,SPO0038,Nike Dumbbell,10,2024-10-21 14:42:00,301.42,10779,Canada
INV507677,OFF0333,Generic Purple Tape,6,2021-06-23 12:05:00,33.55,11553,China
INV507678,AUT0384,HP Orange Tire Pressure Gauge,5,2021-02-10 15:29:00,176.5,11203,Australia
INV507679,HEA0017,Kitchenaid Purple Deodorant,7,2022-07-27 08:21:00,140.16,11776,Denmark
INV507680,HOM0106,Amazon Desk,3,2021-05-01 15:52:00,309.46,10022,Sweden
INV507681,AUT0386,Premium Standard Floor Mats,5,2024-04-29 13:51:00,218.09,10383,South Korea
INV507682,HEA0005,Nike Brown Conditioner,6,2024-11-21 09:05:00,123.06,10814,United States
INV507683,KIT0304,Panasonic Compact Oven,7,2021-10-17 20:25:00,302.2,11199,United States
INV507684,HOM0121,Bosch Purple Pillow,3,2023-10-10 14:31:00,117.06,11500,United States
INV507685,AUT0037,Panasonic Pink GPS Navigator,2,2024-07-25 15:32:00,88.84,11240,Belgium
INV507686,AUT0059,Canon Green Tool Kit,10,2023-12-27 10:43:00,193.69,10690,United States
INV507687,BOO0092,Microsoft Standard Health Book,10,2020-06-07 14:38:00,48.56,10931,Denmark
INV507688,ELE0484,Amazon Blue Cable,3,2020-09-24 17:09:00,1023.74,10597,Netherlands
INV507689,ELE0179,Cuisinart Headphones,5,2020-05-24 16:28:00,1032.85,11893,Brazil
INV507690,SPO0405,IKEA Standard Bicycle,7,2020-06-26 15:25:00,124.57,10677,Spain
INV507691,KIT0348,Microsoft Pro Food Processor,3,2023-10-03 12:55:00,307.65,10767,Germany
INV507692,ELE0476,Bosch Max Webcam,9,2024-08-02 16:55:00,451.33,11872,Netherlands
INV507693,HOM0121,Bosch Purple Pillow,1,2022-10-20 17:35:00,117.06,11796,Australia
INV507694,HOM0121,Bosch Purple Pillow,28,2020-04-07 16:12:00,117.06,10443,Brazil
INV507695,HOM0417,Nike XL Blanket,8,2022-11-13 11:25:00,749.03,11502,Canada
INV507696,HOM0326,Canon Compact Lamp,10,2021-01-08 14:26:00,200.41,11742,United States
INV507697,HEA0208,Generic Large Nail Polish,9,2020-02-18 16:01:00,85.35,11070,Belgium
INV507698,HEA0302,Dell Toothpaste,6,2021-05-03 08:01:00,104.62,10986,China
INV507699,BOO0096,Generic Large Textbook,8,2022-01-16 08:39:00,13.24,10102,Germany
INV507700,OFF0355,Budget Pink Tape,1,2021-07-29 15:55:00,18.68,10414,South Korea
INV507701,TOY0317,Walmart Mini Educational Toy,1,2021-04-25 11:28:00,54.92,10012,Australia
INV507702,HOM0045,Walmart Pro Table,2,2021-03-18 20:30:00,792.51,11642,Sweden
INV507703,SPO0231,Basic Blue Fishing Rod,8,2024-08-22 17:14:00,209.59,10592,United States
INV507704,TOY0090,Kitchenaid Ultra Doll,7,2024-01-22 19:32:00,174.43,11186,India
INV507705,OFF0143,Samsung Deluxe Marker,6,2021-06-16 10:31:00,82.11,11275,Japan
INV507706,BOO0214,Google Technology Book,3,2023-06-04 11:46:00,9.7,11686,Germany
INV507707,OFF0390,Samsung Mini Desk Organizer,7,2024-02-06 17:55:00,14.34,11493,Brazil
INV507708,BOO0262,Google Ultra Children's Book,5,2020-03-01 18:30:00,47.98,11979,Italy
INV507709,BOO0409,Philips Large Biography,15,2024-05-20 17:53:00,17.46,10357,Norway
INV507710,OFF0314,IKEA Compact Pencil,7,2020-06-03 18:32:00,68.85,10708,Japan
INV507711,HEA0302,Dell Toothpaste,1,2023-05-13 16:35:00,104.62,10053,Belgium
INV507712,FAS0032,Panasonic Black Shoes,10,2021-03-01 11:25:00,60.67,11483,Italy
INV507713,AUT0091,Walmart Car Phone Mount,5,2024-05-11 12:21:00,28.67,11482,Mexico
INV507714,SPO0066,Adidas Gym Equipment,6,2023-05-18 12:08:00,44.13,11698,Singapore
INV507715,FAS0251,Basic Compact Pants,3,2023-11-13 19:45:00,164.56,10799,China
INV507716,HEA0248,Standard Compact Shampoo,3,2020-07-27 20:20:00,146.89,11447,Germany
INV507717,TOY0122,Bosch Green Card Game,1,2024-05-10 09:25:00,71.73,10714,Germany
INV507718,HEA0443,HP Pink Foundation,3,2023-03-06 15:16:00,8.11,11267,India
INV507719,HOM0050,Cuisinart Compact Sofa,7,2021-11-23 19:49:00,550.37,10741,Brazil
INV507720,OFF0036,Target Mini Pencil,9,2022-03-28 10:49:00,66.08,11601,Canada
INV507721,HOM0152,Luxury Max Storage Box,6,2024-12-04 09:14:00,629.01,11965,India
INV507722,AUT0298,Adidas Car Vacuum,1,2024-02-15 13:52:00,118.99,10409,Denmark
INV507723,KIT0166,Target Mini Can Opener,10,2022-04-11 14:47:00,86.26,10951,France
INV507724,BOO0465,Walmart Gray Fiction Novel,14,2023-10-25 09:32:00,46.52,10625,Denmark
INV507725,AUT0109,Luxury Orange GPS Navigator,18,2023-09-10 08:29:00,100.27,10176,Mexico
INV507726,FAS0099,Panasonic Blue Pants,2,2023-04-08 19:05:00,195.88,10318,China
INV507727,ELE0135,Nike Keyboard,31,2022-01-17 08:49:00,575.5,11101,Belgium
INV507728,HOM0480,Target Wardrobe,10,2023-11-24 18:54:00,113.7,10842,Singapore
INV507729,OFF0175,Standard Red Notebook,14,2022-02-13 15:56:00,55.15,11042,Germany
INV507730,HOM0446,Premium Green Decorative Item,6,2021-12-28 17:39:00,114.58,11511,South Korea
INV507731,AUT0386,Premium Standard Floor Mats,10,2022-02-15 14:37:00,218.09,11924,Netherlands
INV507732,HEA0208,Generic Large Nail Polish,3,2020-10-09 11:24:00,85.35,10907,Brazil
INV507733,SPO0157,Target Yoga Mat,10,2024-06-12 20:22:00,355.77,10563,South Korea
INV507734,HOM0054,Adidas XL Mattress,4,2022-07-11 18:00:00,250.59,11406,Brazil
INV507735,SPO0138,Panasonic Bicycle,5,2020-11-13 12:38:00,380.36,11512,Germany
INV507736,ELE0437,Panasonic Mouse,7,2021-02-08 09:31:00,682.39,10213,India
INV507737,OFF0241,Basic Highlighter,5,2020-10-29 10:09:00,40.05,10959,Spain
INV507738,OFF0440,Nikon Compact Pen,5,2020-09-25 18:06:00,60.62,10203,Brazil
INV507739,HEA0367,Google Gold Vitamins,8,2021-01-27 16:05:00,138.49,11660,Norway
INV507740,OFF0376,Samsung Black Marker,10,2020-02-27 11:16:00,44.17,11369,Spain
INV507741,AUT0105,Walmart Tool Kit,6,2020-07-25 08:42:00,142.87,10909,France
INV507742,SPO0303,Nike Ultra Backpack,44,2021-04-29 19:35:00,138.4,10362,France
INV507743,HEA0008,Panasonic Compact Cleanser,4,2021-04-26 10:30:00,29.74,10670,Japan
INV507744,HOM0013,HP Chair,4,2024-02-16 13:05:00,121.63,10208,Australia
INV507745,ELE0112,Walmart White Smart TV,7,2024-02-07 11:43:00,724.37,11977,Netherlands
INV507746,KIT0151,Bosch Pro Food Processor,14,2023-11-27 15:04:00,486.05,11452,France
INV507747,FAS0345,Sony Gold Wallet,14,2022-02-18 11:59:00,57.93,11240,Belgium
INV507748,SPO0101,Bosch Black Fishing Rod,5,2022-07-02 18:05:00,385.62,11652,Italy
INV507749,BOO0184,Samsung Silver Cookbook,4,2021-05-12 18:40:00,24.29,11437,Australia
INV507750,ELE0484,Amazon Blue Cable,6,2021-09-11 09:31:00,1023.74,11037,Sweden
INV507751,HEA0211,Samsung Deodorant,3,2023-11-12 18:09:00,31.64,11641,Canada
INV507752,HOM0204,Budget Bookshelf,18,2023-03-12 18:37:00,433.77,10067,China
INV507753,TOY0372,HP Musical Instrument,9,2023-11-09 08:11:00,11.58,11848,Denmark
INV507754,BOO0263,Apple Orange Business Book,32,2022-08-01 09:43:00,27.59,11904,Australia
INV507755,BOO0214,Google Technology Book,2,2024-03-29 17:42:00,9.7,11141,Mexico
INV507756,FAS0264,Target Compact Belt,37,2024-03-02 10:23:00,131.96,11320,Denmark
INV507757,KIT0151,Bosch Pro Food Processor,4,2020-08-06 12:20:00,486.05,11929,Mexico
INV507758,OFF0374,Generic Hole Punch,2,2021-02-14 11:58:00,49.71,10510,Australia
INV507759,SPO0495,Professional Pink Basketball,4,2022-04-28 15:44:00,144.9,11060,Canada
INV507760,OFF0435,HP White Scissors,7,2020-07-24 14:52:00,55.5,10596,Netherlands
INV507761,OFF0164,Budget Mini Marker,4,2022-07-16 18:01:00,94.67,10023,Italy
INV507762,AUT0386,Premium Standard Floor Mats,4,2022-02-22 15:05:00,218.09,10992,Sweden
INV507763,OFF0256,Sony Ultra Sticky Notes,8,2020-01-09 14:38:00,62.42,10261,Japan
INV507764,AUT0469,Panasonic Ultra Floor Mats,4,2024-07-05 09:11:00,234.17,11542,United States
INV507765,OFF0233,Nikon Whiteboard,10,2021-09-11 08:42:00,19.56,10222,Germany
INV507766,ELE0199,Adidas Smart Home Device,8,2020-10-14 17:27:00,1397.65,11408,Denmark
INV507767,FAS0073,Kitchenaid Shoes,5,2020-07-01 16:27:00,290.39,10915,Norway
INV507768,OFF0314,IKEA Compact Pencil,10,2024-03-28 09:41:00,68.85,10348,Mexico
INV507769,AUT0456,Samsung Compact Motor Oil,8,2021-10-04 19:44:00,216.07,10773,Brazil
INV507770,HOM0286,Target Brown Storage Box,5,2022-10-03 12:00:00,169.58,11917,France
INV507771,FAS0399,Nike Handbag,10,2024-08-07 10:40:00,44.53,11820,Mexico
INV507772,TOY0177,HP Green Educational Toy,2,2022-07-16 13:20:00,56.32,10745,Sweden
INV507773,HOM0001,Nike Deluxe Sofa,2,2022-06-08 09:18:00,576.5,11637,Belgium
INV507774,SPO0120,Adidas Gray Yoga Mat,5,2020-04-10 11:38:00,362.38,11446,South Korea
INV507775,ELE0239,Target Cable,7,2022-09-03 13:18:00,1585.37,11788,France
INV507776,HOM0226,Kitchenaid Premium Desk,10,2023-07-18 08:37:00,529.83,10708,Japan
INV507777,FAS0046,Basic XL Blouse,6,2023-09-13 20:03:00,194.86,10603,Mexico
INV507778,HEA0181,Nikon Pink Perfume,7,2023-10-18 19:03:00,138.65,11263,Belgium
INV507779,HEA0261,Luxury Serum,6,2020-11-24 16:48:00,59.75,10447,Canada
INV507780,BOO0096,Generic Large Textbook,4,2020-10-31 17:39:00,13.24,11071,Netherlands
INV507781,KIT0249,Google Standard Blender,5,2021-02-19 13:34:00,217.23,10876,United Kingdom
INV507782,FAS0350,Nike Skirt,10,2023-03-31 09:55:00,25.17,11433,United States
INV507783,HEA0238,Philips Cleanser,8,2022-04-18 11:32:00,131.95,11243,India
INV507784,BOO0263,Apple Orange Business Book,46,2020-10-30 10:21:00,27.59,10742,Norway
INV507785,HEA0332,Generic Lipstick,5,2021-04-09 15:44:00,81.5,11460,Denmark
INV507786,SPO0101,Bosch Black Fishing Rod,3,2022-10-26 15:06:00,385.62,10834,Singapore
INV507787,BOO0237,Basic Gray Comic Book,7,2022-01-29 11:40:00,21.82,10158,Norway
INV507788,KIT0306,Nikon Deluxe Can Opener,6,2021-02-03 17:17:00,411.48,10702,Japan
INV507789,BOO0190,Microsoft Brown Biography,7,2023-09-24 17:33:00,19.37,11895,Germany
INV507790,HEA0173,Apple Supplements,3,2023-05-27 12:34:00,6.97,11261,Belgium
INV507791,HOM0121,Bosch Purple Pillow,1,2023-05-27 17:46:00,117.06,10846,United Kingdom
INV507792,HOM0361,Luxury Rug,6,2021-10-28 19:40:00,261.07,10946,United States
INV507793,FAS0063,Sony Shoes,4,2023-12-06 20:39:00,197.8,10567,United States
INV507794,AUT0468,Budget Orange Car Charger,5,2023-03-05 19:07:00,259.68,10613,India
INV507795,HOM0082,Google Bed Frame,32,2021-05-31 12:46:00,592.82,10540,Singapore
INV507796,ELE0448,Amazon Gaming Console,7,2022-08-05 14:09:00,39.9,11789,Netherlands
INV507797,SPO0466,Google Gray Gym Equipment,6,2022-10-09 12:02:00,295.8,10638,Japan
INV507798,HEA0012,Target Red Lipstick,33,2020-11-21 19:42:00,130.91,10634,South Korea
INV507799,KIT0249,Google Standard Blender,8,2024-06-06 08:12:00,217.23,11417,Australia
INV507800,KIT0129,Google Red Mixer,37,2022-02-17 20:52:00,353.56,10755,United Kingdom
INV507801,BOO0026,Amazon Mini Language Learning,38,2023-03-14 20:38:00,38.26,10475,Mexico
INV507802,SPO0165,Google Pink Fishing Rod,1,2023-04-08 08:25:00,143.22,11001,Denmark
INV507803,KIT0336,Sony White Toaster,2,2023-06-26 12:01:00,114.11,11442,Brazil
INV507804,BOO0087,Adidas Pink Art Book,4,2021-07-28 20:26:00,17.31,10999,Spain
INV507805,OFF0186,Nikon Purple Desk Organizer,5,2020-08-30 19:47:00,91.79,10211,Spain
INV507806,OFF0256,Sony Ultra Sticky Notes,3,2023-02-28 10:08:00,62.42,10129,Japan
INV507807,AUT0301,HP XL Tool Kit,6,2020-06-29 20:44:00,139.28,10108,Spain
INV507808,TOY0317,Walmart Mini Educational Toy,3,2023-04-13 19:22:00,54.92,10432,Italy
INV507809,BOO0033,Luxury Health Book,2,2021-09-14 15:16:00,37.36,10092,Norway
INV507810,AUT0346,Kitchenaid Large Car Charger,8,2020-12-27 17:36:00,92.69,11850,Denmark
INV507811,TOY0363,Nikon Brown Stuffed Animal,6,2021-10-21 10:15:00,67.22,10113,Canada
INV507812,AUT0259,Apple Green Jump Starter,10,2020-02-27 12:39:00,195.77,10987,Netherlands
INV507813,AUT0469,Panasonic Ultra Floor Mats,8,2023-12-09 20:18:00,234.17,11967,Sweden
INV507814,AUT0193,Cuisinart Max Floor Mats,28,2021-08-03 10:52:00,167.82,10642,United States
INV507815,BOO0119,Apple Gold Technology Book,4,2024-05-09 18:35:00,9.98,10783,Sweden
INV507816,OFF0457,Dell Tape,7,2021-12-02 09:36:00,91.38,11115,United States
INV507817,HOM0022,Walmart Sofa,5,2023-02-23 11:50:00,436.24,11882,China
INV507818,KIT0287,Google Pink Cup Set,2,2021-03-02 08:07:00,365.89,10109,France
INV507819,SPO0407,Nike Black Hiking Boots,5,2023-09-16 19:16:00,240.6,10865,Canada
INV507820,AUT0298,Adidas Car Vacuum,6,2023-08-01 19:36:00,118.99,11648,China
INV507821,ELE0448,Amazon Gaming Console,17,2022-09-20 18:30:00,39.9,10498,Brazil
INV507822,FAS0453,Dell Gold Dress,4,2021-02-21 12:45:00,156.05,11515,South Korea
INV507823,TOY0334,Sony Video Game,1,2024-04-01 19:53:00,66.28,11408,Denmark
INV507824,SPO0470,LG Pink Golf Club,9,2024-01-13 10:53:00,70.11,11878,Belgium
INV507825,SPO0052,Premium Mini Basketball,9,2020-11-22 09:51:00,56.98,11999,Italy
INV507826,SPO0344,Bosch Large Running Shoes,7,2023-09-24 11:36:00,153.74,10785,Brazil
INV507827,HEA0493,Budget Serum,9,2022-02-09 15:40:00,132.38,10338,Denmark
INV507828,AUT0267,LG Car Charger,2,2023-09-16 20:52:00,202.99,11364,Japan
INV507829,HEA0279,Standard Compact Shampoo,1,2020-11-11 11:58:00,23.69,10056,India
INV507830,HOM0286,Target Brown Storage Box,7,2023-03-28 18:30:00,169.58,11110,United Kingdom
INV507831,AUT0004,Generic Ultra Seat Covers,3,2024-06-21 18:50:00,102.77,11864,Japan
INV507832,SPO0231,Basic Blue Fishing Rod,6,2021-05-06 20:22:00,209.59,10729,Australia
INV507833,KIT0159,Nike Dishwasher,2,2020-05-22 17:41:00,180.26,10867,Spain
INV507834,BOO0097,Kitchenaid Language Learning,8,2023-11-22 10:33:00,47.87,11396,Mexico
INV507835,KIT0128,Luxury Plate Set,10,2023-12-07 14:10:00,139.13,10801,India
INV507836,TOY0414,IKEA Pro Educational Toy,3,2021-04-19 16:44:00,157.33,10628,Canada
INV507837,BOO0496,Philips Red Textbook,1,2021-04-06 09:30:00,36.19,10538,Netherlands
INV507838,TOY0177,HP Green Educational Toy,5,2021-10-18 08:38:00,56.32,11298,Mexico
INV507839,SPO0308,Nikon Red Skateboard,4,2023-06-28 18:23:00,88.36,10091,Canada
INV507840,TOY0246,Cuisinart Puzzle,7,2023-06-14 11:39:00,99.29,11572,Spain
INV507841,HOM0121,Bosch Purple Pillow,2,2020-02-20 14:54:00,117.06,10697,France
INV507842,KIT0247,IKEA Bowl Set,4,2022-11-30 10:28:00,304.53,11471,France
INV507843,TOY0497,Nikon Craft Kit,23,2024-04-07 12:34:00,116.49,10787,Italy
INV507844,FAS0027,Panasonic XL Sneakers,5,2023-03-26 14:25:00,296.26,11372,Germany
INV507845,TOY0316,Samsung Compact Electronic Toy,3,2021-04-27 16:23:00,32.66,11068,South Korea
INV507846,TOY0177,HP Green Educational Toy,3,2020-02-25 09:00:00,56.32,11122,Norway
INV507847,SPO0473,Dell Deluxe Sleeping Bag,6,2023-10-21 12:19:00,327.9,11393,United States
INV507848,HOM0158,Basic Deluxe Mirror,5,2022-10-03 17:09:00,784.52,11585,Sweden
INV507849,KIT0229,Walmart Measuring Cup,6,2020-08-02 20:46:00,84.68,10009,France
INV507850,SPO0354,Budget Fitness Tracker,8,2020-01-29 11:43:00,90.33,11687,Brazil
INV507851,FAS0088,Amazon Red Hat,8,2022-07-23 13:39:00,238.08,10276,Spain
INV507852,FAS0028,HP Green Hat,5,2024-03-12 18:38:00,262.91,11254,Belgium
INV507853,HEA0272,Amazon Max Toothpaste,2,2020-02-23 11:11:00,60.26,11922,India
INV507854,SPO0354,Budget Fitness Tracker,1,2021-04-15 18:31:00,90.33,10013,Canada
INV507855,HEA0261,Luxury Serum,1,2020-11-03 20:56:00,59.75,10269,Norway
INV507856,OFF0233,Nikon Whiteboard,6,2024-08-01 15:20:00,19.56,11224,Australia
INV507857,FAS0453,Dell Gold Dress,19,2022-06-02 11:29:00,156.05,10732,South Korea
INV507858,OFF0330,Dell Green Highlighter,10,2022-05-23 20:59:00,59.18,10115,Germany
INV507859,KIT0336,Sony White Toaster,4,2023-12-08 08:50:00,114.11,11909,United Kingdom
INV507860,HOM0082,Google Bed Frame,8,2022-03-03 14:27:00,592.82,10371,France
INV507861,KIT0273,Nike Large Oven,3,2020-08-29 10:31:00,212.34,11712,Spain
INV507862,BOO0214,Google Technology Book,4,2021-03-14 12:23:00,9.7,10586,Singapore
INV507863,AUT0456,Samsung Compact Motor Oil,9,2020-12-28 18:39:00,216.07,11182,Mexico
INV507864,TOY0189,Nike Purple Action Figure,32,2022-03-25 10:04:00,37.49,11940,Singapore
INV507865,OFF0489,Nike Gray Notebook,6,2024-09-26 17:02:00,52.06,11188,India
INV507866,HOM0459,Amazon Deluxe Table,5,2024-11-26 12:04:00,617.25,11195,India
INV507867,HEA0153,Dell Deodorant,4,2024-04-07 15:27:00,5.52,11538,Brazil
INV507868,SPO0101,Bosch Black Fishing Rod,9,2023-12-25 10:22:00,385.62,11733,India
INV507869,BOO0214,Google Technology Book,42,2021-12-25 16:27:00,9.7,11969,Australia
INV507870,OFF0160,Canon Whiteboard,37,2022-05-05 17:22:00,71.14,11864,Japan
INV507871,HOM0340,Nikon Large Blanket,8,2022-09-22 19:00:00,697.59,11841,Japan
INV507872,SPO0061,Target Standard Golf Club,6,2024-08-30 08:25:00,270.24,10659,United States
INV507873,TOY0307,Samsung Purple Educational Toy,10,2022-04-26 12:55:00,121.51,10951,France
INV507874,TOY0035,Standard Pink Action Figure,10,2023-08-06 08:20:00,187.04,10691,Mexico
INV507875,TOY0071,Nike Art Supplies,6,2022-04-25 16:29:00,119.27,11263,Belgium
INV507876,KIT0159,Nike Dishwasher,7,2021-06-21 14:39:00,180.26,10006,United Kingdom
INV507877,TOY0317,Walmart Mini Educational Toy,9,2020-04-06 20:49:00,54.92,11024,Denmark
INV507878,SPO0353,Google Ski Equipment,1,2023-11-19 18:24:00,97.36,10614,India
INV507879,OFF0260,Samsung Marker,3,2022-10-30 13:02:00,97.95,10452,South Korea
INV507880,HOM0152,Luxury Max Storage Box,3,2024-04-11 15:21:00,629.01,11467,Japan
INV507881,OFF0440,Nikon Compact Pen,3,2020-02-26 18:39:00,60.62,10001,United Kingdom
INV507882,AUT0093,Walmart Mini Seat Covers,2,2021-01-12 20:49:00,150.91,10324,United States
INV507883,KIT0115,Kitchenaid Green Toaster,3,2023-04-04 18:46:00,211.25,11666,Spain
INV507884,BOO0136,Amazon White Technology Book,7,2024-12-04 10:57:00,13.18,10577,Sweden
INV507885,KIT0194,Sony Compact Food Processor,2,2024-12-21 12:32:00,268.2,11009,United Kingdom
INV507886,ELE0135,Nike Keyboard,8,2023-07-14 09:20:00,575.5,10951,France
INV507887,HOM0050,Cuisinart Compact Sofa,10,2021-11-04 12:23:00,550.37,11373,Japan
